filename,result
downloaded_images\大茗通化_蕎麥茶(L)_45元_1.jpg,"**圖片分析與熱量推估：**

**1. 食物判斷與分量：**
*   **主要食物：** 蕎麥茶 (根據檔案名「大茗通化_蕎麥茶(L)」判斷)。
*   **容器與容量：** 一杯透明塑膠杯裝的飲品，標示為(L)大杯。台灣手搖飲大杯容量通常約為 700 毫升。
*   **內容物：** 呈黃褐色液體，內含冰塊。
*   **甜度：** 圖片與檔案名未明確指出甜度，依商業慣例，推估為正常甜度 (全糖) 的蕎麥茶。假設正常甜度含糖量約 60 克。

**2. 熱量推估 (參考衛福部食品營養成分資料庫 TFND 標準)：**
*   **無糖蕎麥茶：** 蕎麥茶本身（無糖狀態）的熱量極低，每 100 毫升約 0-2 大卡，可忽略不計。
*   **糖：** 每克糖約提供 4 大卡熱量。
*   **總熱量估計：** 假設含糖量 60 克。
    *   糖的熱量：60 克 x 4 大卡/克 = 240 大卡。

**總結：**
*   **食物名稱：** 大茗蕎麥茶 (L)
*   **分量：** 約 700 毫升液體，含冰塊，推估含糖量約 60 克。
*   **熱量估計：** 約 240 大卡。"
downloaded_images\大茗通化_蕎麥凍奶青(L)_75元_1.jpg,"根據圖片檔名「大茗通化_蕎麥凍奶青(L)_75元_1.jpg」及圖片內容，進行理性判斷與熱量推估：

**飲料名稱：** 蕎麥凍奶青 (L)

**主要食物成分與熱量推估（參考衛福部食品營養成分資料庫標準）：**

1.  **奶青飲品基底 (約 500-550 毫升)：**
    *   **描述：** 杯中主體乳白色液體，為青茶與奶精或牛奶混合而成。L 杯約 700 毫升總容量，扣除冰塊及蕎麥凍，液體基底約佔 500-550 毫升。
    *   **分量估計：** 500 毫升。
    *   **熱量估計：** 假設主要由青茶（熱量低）、水與奶精組成。參考市售奶精類飲品，估計基底約含乳製品成分提供約 200-250 大卡。

2.  **糖漿 (約 60 克糖)：**
    *   **描述：** 圖中額外倒入小碗中的深色濃稠液體，判斷為黑糖漿或濃縮糖水，為飲品主要甜味來源。
    *   **分量估計：** 依 L 杯手搖飲全糖標準，總糖量約 50-70 克。假設此糖漿提供約 60 克糖。
    *   **熱量估計：** 60 克糖 x 4 大卡/克 = 240 大卡。

3.  **蕎麥凍 (約 200 克)：**
    *   **描述：** 杯中褐色不規則塊狀固體，為蕎麥凍。目測約佔杯體 1/4 至 1/3 體積。
    *   **分量估計：** 200 克 (約 80-100 大卡/100 克)。
    *   **熱量估計：** 200 克 x 80 大卡/100 克 = 160 大卡。

4.  **蕎麥粒 (約 10 克)：**
    *   **描述：** 木匙上散落的深色小顆粒，為烤熟的蕎麥粒，主要用於增添風味。
    *   **分量估計：** 10 克。
    *   **熱量估計：** 參考蕎麥粒（全穀類）約 340 大卡/100 克，10 克約 34 大卡。

**總熱量推估：**
200 (奶青基底) + 240 (總糖量) + 160 (蕎麥凍) + 34 (蕎麥粒) = **634 大卡**

**總結：**
這杯大茗蕎麥凍奶青 (L) 包含了奶青基底、蕎麥凍、額外添加的糖漿和少量蕎麥粒。綜合判斷，此飲品的總熱量約為 **634 大卡**。"
downloaded_images\大茗通化_蘋果玉露青(L)_75元_1.jpg,"根據圖片資訊及檔案名稱「大茗通化_蘋果玉露青(L)_75元_1.jpg」，以完全理性方式分析如下：

**飲品名稱：** 蘋果玉露青 (L)

**判斷食物內容與分量：**

1.  **綠茶 (基底)：** 作為「玉露青」的主體，約佔飲品總量的主要部分。
    *   **分量估計：** L杯總容量約為 700 毫升。扣除其他成分，估計約 500 毫升。
2.  **蘋果成分 (果汁/濃縮汁)：** 根據名稱「蘋果」，飲品中主要風味來源。圖片中展示的整顆與切片蘋果為視覺元素，推估飲品內含蘋果汁或蘋果濃縮汁。
    *   **分量估計：** 估計約 150 毫升 (以100%蘋果汁計)。
3.  **糖 (蔗糖)：** 台灣手搖飲普遍添加糖，若無特別註明無糖，則會含糖。
    *   **分量估計：** 假設為正常甜度（全糖），估計約 45 公克。
4.  **新鮮蘋果粒：** 許多果茶會額外添加少許果肉以增加口感。
    *   **分量估計：** 估計約 30 公克。
5.  **冰塊：** 圖片中可見冰塊，不計入熱量。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND)：**

*   **綠茶：** 0 大卡 / 100 毫升 (TFND：茶葉沖泡液熱量極低，可忽略)
*   **蘋果 (帶皮)：** 51 大卡 / 100 公克 (TFND 資訊)
*   **蘋果汁 (100%)：** 46 大卡 / 100 公克 (TFND 資訊)
*   **蔗糖：** 400 大卡 / 100 公克 (TFND 資訊，約 4 大卡/公克)

**個別熱量計算：**

1.  **綠茶 (約 500 毫升)：** 500 毫升 * (0 大卡/100毫升) = 0 大卡
2.  **蘋果汁 (約 150 毫升)：** 150 公克 * (46 大卡/100公克) = 69 大卡
3.  **糖 (約 45 公克)：** 45 公克 * (4 大卡/公克) = 180 大卡
4.  **新鮮蘋果粒 (約 30 公克)：** 30 公克 * (51 大卡/100公克) = 15.3 大卡

**總熱量推估：** 69 + 180 + 15.3 = **264.3 大卡**"
downloaded_images\大茗通化_酪梨奶蓋烏龍(L)_75元_1.jpg,"這張圖片顯示一杯「大茗通化_酪梨奶蓋烏龍(L)」飲品。

**判斷食物項目及分量 (L杯約700毫升總容量估計)：**

1.  **烏龍茶 (Oolong Tea):** 作為飲品基底，估計約400毫升。
2.  **酪梨 (Avocado):** 構成飲品中段的淺綠色層，推估為酪梨果肉與牛奶或水混合而成，估計酪梨果肉約80公克。
3.  **鮮奶/乳製品 (Fresh Milk/Dairy):** 與酪梨混合，並用於奶蓋製作。估計酪梨層中牛奶約120毫升，奶蓋部分約60毫升 (其餘為鮮奶油、糖等)。
4.  **奶蓋 (Milk Foam/Cheese Foam):** 飲品頂部的白色厚實奶泡層，估計約60公克。成分推估包含鮮奶油、牛奶、糖、鹽，可能還有少許起司粉。
5.  **糖 (Sugar):** 存在於烏龍茶基底及奶蓋中。若以中等甜度估計，烏龍茶部分約加入40公克糖，奶蓋部分約含8公克糖。
6.  **冰塊 (Ice Cubes):** 佔據杯內部分體積，無熱量。

**熱量推估 (依據衛福部食品營養成分資料庫 TFND 標準)：**

*   **烏龍茶 (無糖):** 接近0大卡/100毫升。
*   **砂糖:** 387大卡/100公克。
    *   烏龍茶底糖分：40公克 * (387大卡/100公克) = 154.8 大卡
*   **酪梨 (生):** 160大卡/100公克。
    *   酪梨果肉：80公克 * (160大卡/100公克) = 128 大卡
*   **鮮乳 (全脂):** 63大卡/100毫升。
    *   酪梨層鮮奶：120毫升 * (63大卡/100毫升) = 75.6 大卡
*   **奶蓋 (基於鮮奶油、牛奶、糖混合物估算，假設約300大卡/100公克):** (此為推估值，實際因配方而異)
    *   奶蓋：60公克 * (300大卡/100公克) = 180 大卡

**總熱量估計：**
154.8 (烏龍茶糖) + 128 (酪梨) + 75.6 (鮮奶) + 180 (奶蓋) = **538.4 大卡**

**總結：**
這杯「大茗通化_酪梨奶蓋烏龍(L)」飲品主要包含烏龍茶、酪梨、鮮奶與奶蓋，並含有顯著的糖分。依據推估，其總熱量約為 **538.4 大卡**。實際熱量會因店家配方、酪梨成熟度、糖量調整及奶蓋製作方式而略有差異。"
downloaded_images\大茗通化_酪梨奶蓋紅玉(L)_75元_1.jpg,"以下根據檔案名資訊及圖片內容，以完全理性的方式分析「大茗通化_酪梨奶蓋紅玉(L)」這杯飲品的食物成分、分量與熱量推估：

**飲品名稱：** 酪梨奶蓋紅玉 (L)
**容量估計：** 大杯 (L) 通常約為700毫升。

**食物判斷與分量推估：**

1.  **紅玉紅茶基底：**
    *   **分量：** 佔飲品大部分體積，約550毫升。
    *   **成分：** 紅茶葉沖泡液、糖。由於未註明糖度，以市售手搖飲「全糖」為基準推估，假設每100毫升含糖約10克。
    *   **熱量估計：**
        *   紅茶葉本身熱量可忽略不計。
        *   糖：550毫升 * (10克糖/100毫升) = 55克糖。
        *   衛福部食品營養成分資料庫 (TFND) 砂糖熱量約4大卡/克。
        *   熱量：55克 * 4大卡/克 = **220大卡**。

2.  **酪梨奶蓋：**
    *   **分量：** 覆蓋於茶飲上層，厚度目測約佔總體積的1/5，約150毫升。結合檔案名「酪梨奶蓋」，此奶蓋含有酪梨成分。
    *   **成分：**
        *   **酪梨：** 根據圖片中的半顆酪梨，推估一杯奶蓋酪梨用量約為中型酪梨的1/2 (約80克)。
            *   衛福部TFND酪梨熱量約161大卡/100克。
            *   熱量：80克 * (1.61大卡/克) = **128.8大卡** (約129大卡)。
        *   **奶蓋主體：** 鮮奶油、奶油乳酪、糖。推估酪梨以外的奶蓋成分約70克。
            *   鮮奶油 (打發鮮奶油, 脂肪含量35%)：推估50克。
                *   衛福部TFND鮮奶油熱量約328大卡/100克。
                *   熱量：50克 * (3.28大卡/克) = **164大卡**。
            *   奶油乳酪 (Cream Cheese)：推估20克。
                *   衛福部TFND奶油乳酪熱量約348大卡/100克。
                *   熱量：20克 * (3.48大卡/克) = **69.6大卡** (約70大卡)。
            *   糖 (奶蓋調味)：推估10克。
                *   熱量：10克 * 4大卡/克 = **40大卡**。
    *   **酪梨奶蓋總熱量：** 129 + 164 + 70 + 40 = **403大卡**。

**總熱量推估：**

*   紅玉紅茶基底熱量 + 酪梨奶蓋熱量 = 220大卡 + 403大卡 = **623大卡**。

**結論：**
這杯「大茗通化_酪梨奶蓋紅玉(L)」包含紅玉紅茶（含糖）與酪梨奶蓋（含酪梨、鮮奶油、奶油乳酪及糖）。根據以上分量與衛福部TFND資料庫標準推估，此飲品的總熱量約為 **623大卡**。"
downloaded_images\好食肌_低溫烹調嫩雞肉蒜炒義大利麵_145元_4.jpg,"基於圖片與檔案名「好食肌_低溫烹調嫩雞肉蒜炒義大利麵」的資訊，以下為圖片中食物的理性判斷與熱量推估：

**食物構成與熱量估算 (參考衛福部食品營養成分資料庫 TFND 標準)：**

*   **蒜炒義大利麵 (Garlic Stir-fried Spaghetti)：**
    *   **分量估計：** 約180克熟義大利麵（一般單人份量），考量「蒜炒」烹調方式，推估含約8克烹調用油。
    *   **熱量推估：** 麵體約 180g * 157 kcal/100g = 283 kcal；烹調油約 8g * 900 kcal/100g = 72 kcal。
    *   **總計：** 約 **355 kcal**。

*   **低溫烹調嫩雞肉 (Sous-vide Tender Chicken Breast)：**
    *   **分量估計：** 約110克熟雞胸肉片（數片組成）。
    *   **熱量推估：** 約 110g * 165 kcal/100g (熟雞胸肉) = **182 kcal**。

*   **蒜炒綠色蔬菜 (Stir-fried Green Vegetables)：**
    *   **分量估計：** 約120克（目測為一份葉菜量，如空心菜或菠菜），經少量油快炒。
    *   **熱量推估：** 約 120g * 20 kcal/100g (綠葉蔬菜) = **24 kcal**。

*   **紅甜椒片 (Red Bell Pepper Slice)：**
    *   **分量估計：** 約15克（單一切片）。
    *   **熱量推估：** 約 15g * 25 kcal/100g = **4 kcal**。

*   **蒸煮白蘿蔔塊 (Steamed Daikon Radish Chunk)：**
    *   **分量估計：** 約60克（單一塊狀）。
    *   **熱量推估：** 約 60g * 16 kcal/100g = **10 kcal**。

---

**總熱量估計：**
355 (義大利麵) + 182 (雞肉) + 24 (綠色蔬菜) + 4 (紅甜椒) + 10 (白蘿蔔) = **約 575 kcal**"
downloaded_images\好食肌_低溫烹調嫩雞肉餐盒_135元_4.jpg,"這張圖片顯示的是「好食肌_低溫烹調嫩雞肉餐盒」。經完全理性的判斷與估算，餐盒內容物及熱量分析如下（參考衛福部食品營養成分資料庫標準，並假設為低油烹調）：

*   **主食：雜糧飯**
    *   分量：約150公克
    *   熱量估計：約210大卡 (以熟糙米飯約140大卡/100g計算)
*   **主菜：低溫烹調雞胸肉**
    *   分量：約100公克
    *   熱量估計：約165大卡 (以去皮雞胸肉約165大卡/100g計算)
*   **配菜：水煮蛋**
    *   分量：半顆 (約25公克)
    *   熱量估計：約38大卡 (以全蛋約75大卡/50g計算)
*   **配菜：綠葉蔬菜 (如空心菜)**
    *   分量：約100公克
    *   熱量估計：約25大卡 (以熟蔬菜約25大卡/100g計算)
*   **配菜：地瓜**
    *   分量：約60公克
    *   熱量估計：約57大卡 (以蒸地瓜約95大卡/100g計算)
*   **配菜：櫛瓜**
    *   分量：約30公克
    *   熱量估計：約5大卡 (以熟櫛瓜約18大卡/100g計算)
*   **配菜：板豆腐**
    *   分量：約50公克
    *   熱量估計：約45大卡 (以板豆腐約90大卡/100g計算)
*   **配菜：甜椒 (紅色)**
    *   分量：約20公克
    *   熱量估計：約4大卡 (以熟甜椒約20大卡/100g計算)
*   **配菜：深色蔬菜 (如茄子或香菇)**
    *   分量：約20公克
    *   熱量估計：約5大卡 (以熟茄子/香菇約25大卡/100g計算)

**總熱量估計：** 約 **554大卡**。"
downloaded_images\好食肌_素食餐盒_150元_4.jpg,"根據提供的圖片內容判斷：

*   **食物種類：** 圖片中僅顯示「好食肌」字樣，並無任何食物內容。
*   **分量：** 無法評估。
*   **熱量推估：** 因圖片中無食物可供辨識及評估，故無法透過「衛福部食品營養成分資料庫 TFND」標準推估熱量。

檔名雖指出此為「素食餐盒」，但圖片本身未呈現餐盒的具體內容。"
downloaded_images\好食肌_香滷牛腱蒜炒義大利麵_145元_4.jpg,"根據檔案名稱「好食肌_香滷牛腱蒜炒義大利麵_145元_4.jpg」及圖片內容，判斷餐點內含以下食物，並依「衛福部食品營養成分資料庫 TFND」標準估算熱量：

1.  **蒜炒義大利麵 (熟)：**
    *   **估計分量：** 約 160 公克。
    *   **熱量推估：** 義大利麵（熟）約 155 kcal/100g。
    *   **小計：** 160g * 1.55 kcal/g = 248 kcal。

2.  **香滷牛腱 (熟)：**
    *   **估計分量：** 約 85 公克 (數片)。
    *   **熱量推估：** 牛腱（滷）約 190 kcal/100g。
    *   **小計：** 85g * 1.90 kcal/g = 161.5 kcal (約 162 kcal)。

3.  **炒青菜 (綠葉蔬菜)：**
    *   **估計分量：** 約 55 公克 (經烹煮後)。
    *   **熱量推估：** 炒青菜（不含過多油脂）約 25 kcal/100g。
    *   **小計：** 55g * 0.25 kcal/g = 13.75 kcal (約 14 kcal)。

4.  **櫛瓜片：**
    *   **估計分量：** 約 18 公克 (一片)。
    *   **熱量推估：** 櫛瓜約 18 kcal/100g。
    *   **小計：** 18g * 0.18 kcal/g = 3.24 kcal (約 3 kcal)。

5.  **滷蘿蔔/其他根莖類蔬菜：**
    *   **估計分量：** 約 60 公克 (一塊)。
    *   **熱量推估：** 白蘿蔔（滷）約 20 kcal/100g。
    *   **小計：** 60g * 0.20 kcal/g = 12 kcal。

**總熱量推估：**
248 (義大利麵) + 162 (牛腱) + 14 (青菜) + 3 (櫛瓜) + 12 (滷蘿蔔) = **439 kcal**。"
downloaded_images\好食肌_香滷牛腱餐盒_145元_4.jpg,"根據圖片內容及檔案名「好食肌_香滷牛腱餐盒_145元_4.jpg」判斷，餐點構成如下：

**餐點名稱：** 好食肌_香滷牛腱餐盒

**餐點內容與熱量分析：**

*   **主食：雜糧飯**
    *   **判斷依據：** 圖片顯示為紅褐色、顆粒分明的米飯，非白米飯。
    *   **估計份量：** 約180公克（約0.8碗，考慮雜糧飯密度高）。
    *   **熱量估計 (參考衛福部TFND)：** 約250大卡 (以糙米飯140 kcal/100g估算)。

*   **主菜：香滷牛腱**
    *   **判斷依據：** 檔案名明確指出，圖片中為切片滷牛肉。
    *   **估計份量：** 約100公克（數片，約2-3兩重）。
    *   **熱量估計 (參考衛福部TFND)：** 約200大卡 (以滷牛腱200 kcal/100g估算)。

*   **配菜1：水煮蛋**
    *   **判斷依據：** 半顆水煮蛋。
    *   **估計份量：** 約25公克（半顆大雞蛋）。
    *   **熱量估計 (參考衛福部TFND)：** 約40大卡 (以全蛋75 kcal/55g估算)。

*   **配菜2：綠色葉菜 (空心菜/地瓜葉類)**
    *   **判斷依據：** 清燙或蒸煮的綠色蔬菜。
    *   **估計份量：** 約100公克。
    *   **熱量估計 (參考衛福部TFND)：** 約25大卡 (以燙空心菜25 kcal/100g估算)。

*   **配菜3：蒸地瓜/南瓜**
    *   **判斷依據：** 兩片蒸熟的黃色塊狀根莖類。
    *   **估計份量：** 約70公克。
    *   **熱量估計 (參考衛福部TFND)：** 約100大卡 (以蒸地瓜140 kcal/100g估算)。

*   **配菜4：滷豆干條/木耳**
    *   **判斷依據：** 兩條深褐色滷製品。
    *   **估計份量：** 約25公克。
    *   **熱量估計 (參考衛福部TFND)：** 約40大卡 (以滷豆干150 kcal/100g估算)。

*   **配菜5：櫛瓜**
    *   **判斷依據：** 兩片綠色帶黃的圓片狀蔬菜。
    *   **估計份量：** 約30公克。
    *   **熱量估計 (參考衛福部TFND)：** 約5大卡 (以櫛瓜15 kcal/100g估算)。

*   **配菜6：紅甜椒**
    *   **判斷依據：** 一片鮮紅色的甜椒。
    *   **估計份量：** 約20公克。
    *   **熱量估計 (參考衛福部TFND)：** 約5大卡 (以紅甜椒25 kcal/100g估算)。

*   **配菜7：滷白蘿蔔/冬瓜**
    *   **判斷依據：** 一片淺色半透明圓片狀滷製蔬菜。
    *   **估計份量：** 約30公克。
    *   **熱量估計 (參考衛福部TFND)：** 約10大卡 (以滷白蘿蔔25 kcal/100g估算)。

*   **配菜8：小塊滷豆腐/豆干**
    *   **判斷依據：** 一小塊白色方形物。
    *   **估計份量：** 約10公克。
    *   **熱量估計 (參考衛福部TFND)：** 約10大卡 (以滷豆干100 kcal/100g估算)。

**總熱量估計：** 約 **685 大卡**"
downloaded_images\好食肌_香煎松阪豬餐盒_145元_4.jpg,"依據圖片與檔案名「好食肌_香煎松阪豬餐盒_145元_4.jpg」判斷，此餐盒為香煎松阪豬主食的均衡餐點。以下為各項食物判斷、分量推估及衛福部食品營養成分資料庫（TFND）熱量估算：

**餐點組成與熱量估算：**

1.  **香煎松阪豬：** 約 100 克。
    *   松阪豬（豬頰肉）脂肪含量相對較高，經香煎烹調會增加熱量。參考TFND豬頰肉（生）約283大卡/100g，考量烹調用油，估計約 350 大卡。
2.  **藜麥白米飯：** 約 160 克（約1碗）。
    *   綜合白米飯（約182大卡/100g）及少量藜麥（熟藜麥約120大卡/100g），估計約 272 大卡。
3.  **水煮空心菜：** 約 80 克。
    *   參考TFND燙熟空心菜約20大卡/100g，估計約 16 大卡。
4.  **烤地瓜片：** 約 60 克（2片）。
    *   參考TFND蒸/烤甘藷約130大卡/100g，估計約 78 大卡。
5.  **水煮蛋（半顆）：** 約 28 克。
    *   參考TFND水煮雞蛋約145大卡/100g，估計約 41 大卡。
6.  **舒肥雞胸肉片：** 約 30 克（1塊）。
    *   參考TFND蒸雞胸肉約120大卡/100g，估計約 36 大卡。
7.  **黑木耳：** 約 20 克。
    *   參考TFND熟木耳約25大卡/100g，估計約 5 大卡。
8.  **烤櫛瓜：** 約 10 克（1片）。
    *   參考TFND熟櫛瓜約20大卡/100g，估計約 2 大卡。
9.  **甜椒：** 約 15 克（1片）。
    *   參考TFND甜椒約25大卡/100g，估計約 4 大卡。

**總熱量估計：**

350 + 272 + 16 + 78 + 41 + 36 + 5 + 2 + 4 = **約 804 大卡**

**備註：** 以上熱量估算為根據視覺分量判斷及TFND平均數值之推估，實際熱量會因烹調方式、食材來源及份量精確度而有所差異。"
downloaded_images\好饗見麵_好饗綜合湯麵(小)_110元_2.jpg,"根據圖片「好饗見麵_好饗綜合湯麵(小)」及檔名資訊，判斷為一份小份的綜合湯麵。

食物構成與熱量估算如下（參考衛福部食品營養成分資料庫 TFND 標準）：

1.  **麵條：** 約150克（熟麵）。
    *   熱量估計：約 210 大卡 (以油麵/黃麵約140大卡/100克計)。
2.  **餛飩：** 目測約9顆。
    *   熱量估計：約 315 大卡 (以單顆餛飩約 35 大卡計)。
3.  **魚丸/貢丸：** 目測2顆。
    *   熱量估計：約 56 大卡 (以單顆魚丸/貢丸約 28 大卡計)。
4.  **青菜 (小白菜/青江菜)：** 約60克。
    *   熱量估計：約 11 大卡 (以熟青菜約 18 大卡/100克計)。
5.  **湯底：** 約350毫升（推估為一般清湯底）。
    *   熱量估計：約 53 大卡 (以清湯約 15 大卡/100毫升計)。
6.  **蔥花：** 少量，熱量可忽略。

**總熱量估計：** 約 645 大卡。"
downloaded_images\好饗見麵_家傳炸醬麵(小)_90元_2.jpg,"這碗「好饗見麵_家傳炸醬麵(小)」經分析，內容物及其熱量估算如下：

*   **食物內容與分量估計：**
    *   **麵條 (寬扁麵，熟)：** 約 180 克。麵條為主要碳水化合物來源，份量充足。
    *   **家傳炸醬：** 約 90 克。醬料濃稠，含有肉塊，判斷為主要脂肪與蛋白質來源。
    *   **小黃瓜絲：** 約 40 克。作為配菜，提供少量膳食纖維。
    *   **蔥花：** 微量，作為點綴。

*   **熱量估算 (參考衛福部食品營養成分資料庫 TFND 標準)：**
    *   **麵條 (寬扁麵，熟)：** 估計每 100 克約 140 大卡。
        *   180 克 x (140 大卡 / 100 克) = **252 大卡**
    *   **家傳炸醬：** 由於炸醬成分多樣（含豬肉、豆瓣醬、油脂等），熱量密度較高，估計每 100 克約 250 大卡。
        *   90 克 x (250 大卡 / 100 克) = **225 大卡**
    *   **小黃瓜絲：** 估計每 100 克約 15 大卡。
        *   40 克 x (15 大卡 / 100 克) = **6 大卡**
    *   **蔥花：** 熱量極低，可忽略不計。

*   **總熱量估算：**
    *   252 大卡 (麵條) + 225 大卡 (炸醬) + 6 大卡 (小黃瓜絲) = **483 大卡**

**總結：**
這份「家傳炸醬麵(小)」主要由麵條與炸醬組成，熱量估計約為 **483 大卡**。其中，麵條提供大部分碳水化合物，炸醬則貢獻顯著的脂肪與蛋白質。小黃瓜絲為低熱量的蔬菜配料。"
downloaded_images\好食肌_香煎鯛魚餐盒_145元_4.jpg,"此餐盒名為「好食肌_香煎鯛魚餐盒」，以下為其食物分析、份量估計及熱量推估：

---

**一、食物種類與份量估計**

1.  **香煎鯛魚：** 一片完整魚排，估計熟重約 120 克。
2.  **綜合穀物飯：** 一份，估計熟重約 130 克。
3.  **水煮蛋：** 半顆，估計約 25 克。
4.  **燙青菜（空心菜）：** 一份，估計熟重約 100 克。
5.  **蒸地瓜：** 兩片，估計熟重約 60 克。
6.  **烤/炒櫛瓜：** 兩片，估計約 30 克。
7.  **木耳：** 數片，估計約 10 克。
8.  **板豆腐：** 一小塊，估計約 30 克。
9.  **番茄/甜椒片：** 一片，估計約 10 克。

---

**二、熱量推估 (參考衛福部食品營養成分資料庫 TFND)**

1.  **香煎鯛魚 (120克)：** 參考鯛魚熟肉熱量及香煎用油量，推估約 **200 大卡**。
2.  **綜合穀物飯 (130克)：** 參考五穀飯熱量 (142 kcal/100g)，推估約 **185 大卡**。
3.  **水煮蛋 (25克)：** 參考雞蛋熱量 (139 kcal/100g)，推估約 **35 大卡**。
4.  **燙青菜 (空心菜, 100克)：** 參考空心菜熟重熱量 (23 kcal/100g)，推估約 **25 大卡**。
5.  **蒸地瓜 (60克)：** 參考蒸甘藷熱量 (136 kcal/100g)，推估約 **80 大卡**。
6.  **烤/炒櫛瓜 (30克)：** 參考櫛瓜生重熱量 (15 kcal/100g)，推估約 **5 大卡**。
7.  **木耳 (10克)：** 參考黑木耳熟重熱量 (20 kcal/100g)，推估約 **2 大卡**。
8.  **板豆腐 (30克)：** 參考板豆腐熱量 (88 kcal/100g)，推估約 **25 大卡**。
9.  **番茄/甜椒片 (10克)：** 熱量極低，推估約 **2 大卡**。

---

**三、總熱量推估**

**總計熱量：約 559 大卡**

**備註：** 實際熱量會因食材品種、烹調細節及油量使用而有所差異。"
downloaded_images\好饗見麵_手工高麗菜水餃10顆_80元_2.jpg,"**食物辨識與份量：**
圖片中主要食物為高麗菜水餃。根據檔案名「手工高麗菜水餃10顆」及視覺判斷，確認為手工製作的10顆高麗菜水餃。其中一顆水餃剖面顯示內餡為肉末與切碎的綠色蔬菜（與高麗菜相符）。

**熱量推估（參考衛福部食品營養成分資料庫 TFND）：**
*   參考衛福部食品營養成分資料庫 (TFND) 中「高麗菜豬肉水餃」的平均熱量數據。
*   單顆高麗菜水餃熱量估計約為 55 大卡。
*   總熱量估計：10 顆 × 55 大卡/顆 = **550 大卡**。"
downloaded_images\好饗見麵_手工韭菜水餃10顆_80元_2.jpg,"這張圖片顯示一份餐點，參考檔案名「好饗見麵_手工韭菜水餃10顆_80元_2.jpg」所提供之資訊，分析如下：

1.  **食物種類：** 手工韭菜水餃。
2.  **分量：** 根據檔案名，明確為10顆水餃。圖片中可見足量水餃盛於碗中，其中有兩顆剖半顯示其韭菜內餡，符合描述。
3.  **熱量估算 (參考衛福部食品營養成分資料庫 TFND 標準)：**
    *   衛福部食品營養成分資料庫中，一顆水煮「豬肉韭菜水餃」約重20-25公克，熱量約為50-60大卡。
    *   取平均值估算：每顆手工韭菜水餃約55大卡。
    *   總熱量估計：55大卡/顆 × 10顆 = **550大卡**。"
downloaded_images\好饗見麵_燒椒皮蛋麵(小)_100元_2.jpg,"這份分析將根據圖片內容及檔案名資訊，以衛福部食品營養成分資料庫 (TFND) 標準，理性推估「好饗見麵_燒椒皮蛋麵(小)」的食物種類、分量與熱量。

**食物分析與熱量推估：**

1.  **麵條 (熟麵)**
    *   **判斷依據：** 圖片顯示為一份主食麵條。檔名標示「(小)」，判斷為小份量。
    *   **分量推估：** 小份煮熟的麵條，約250公克。
    *   **熱量推估 (TFND：麵條, 熟 - F000101, 144 kcal/100g)：** 250克 x 1.44 kcal/克 = **360 大卡**

2.  **燒椒皮蛋醬 (主要成分：皮蛋、燒椒、烹調油)**
    *   **判斷依據：** 檔名明確指出「燒椒皮蛋麵」，圖片中可見綠色醬料覆蓋於麵條上，含有碎狀物。此醬料應包含皮蛋與燒椒。
    *   **分量推估：**
        *   **皮蛋：** 以一份小碗麵的醬料量判斷，約含一顆去殼皮蛋，約60公克。
        *   **燒椒 (青辣椒)：** 燒椒為醬料主體，估計約70公克。
        *   **烹調油：** 醬料製備常加入油以增添風味和口感，估計約20公克。
    *   **熱量推估：**
        *   **皮蛋 (TFND：皮蛋 - A000301, 126 kcal/100g)：** 60克 x 1.26 kcal/克 = 75.6 大卡 (約 **76 大卡**)
        *   **燒椒 (TFND：青辣椒 - F001501, 24 kcal/100g)：** 70克 x 0.24 kcal/克 = 16.8 大卡 (約 **17 大卡**)
        *   **烹調油 (TFND：食用油類平均約 900 kcal/100g)：** 20克 x 9 kcal/克 = **180 大卡**

3.  **蔥花**
    *   **判斷依據：** 作為醬料點綴。
    *   **分量推估：** 少量，熱量可忽略不計。

**總熱量推估：**
360 (麵條) + 76 (皮蛋) + 17 (燒椒) + 180 (烹調油) = **633 大卡**

**總結：**
這份「好饗見麵_燒椒皮蛋麵(小)」主要由熟麵、皮蛋、燒椒及烹調油組成。依衛福部食品營養成分資料庫標準推估，總熱量約為 **633 大卡**。"
